,Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,lat,lon,Outras informacoes da localidade,Jurisdicao,"Destino do Material
"
85,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122074,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Mionectes oleagineus,Abre-asa,Mionectes oleagineus,species,1,Sem Informações,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,Mionectes oleagineus,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
86,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122075,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Myrmoborus myotherinus,Formigueiro-de-cara-preta,Myrmoborus myotherinus,species,1,Sem Informações,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmoborus,Myrmoborus myotherinus,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
87,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122076,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Myrmotherula hauxwelli,Sem Informações,Myrmotherula hauxwelli,species,2,Sem Informações,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula hauxwelli,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
88,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122077,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Myrmotherula iheringi,Choquinha-de-ihering,Myrmotherula iheringi,species,1,Sem Informações,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula iheringi,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
89,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122078,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Myrmotherula longipennis,Choquinha-de-asa-comprida,Myrmotherula longipennis,species,1,Sem Informações,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula longipennis,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
90,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122080,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Pipra rubrocapilla,Sem Informações,Pipra rubrocapilla,species,1,Sem Informações,Chordata,Aves,Passeriformes,Pipridae,Pipra,Pipra rubrocapilla,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
91,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122081,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Platyrinchus platyrhynchos,Patinho-de-coroa-branca,Platyrinchus platyrhynchos,species,1,Sem Informações,Chordata,Aves,Passeriformes,Tyrannidae,Platyrinchus,Platyrinchus platyrhynchos,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
92,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122122,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Schiffornis turdina,Flautim-marrom,Schiffornis turdina,species,1,Sem Informações,Chordata,Aves,Passeriformes,Cotingidae,Schiffornis,Schiffornis turdina,Espécie Ameaçada,Vulnerável,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
93,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122123,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Sclerurus mexicanus,Sem Informações,Sclerurus mexicanus,species,2,Sem Informações,Chordata,Aves,Passeriformes,Furnariidae,Sclerurus,Sclerurus mexicanus,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
94,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122124,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Thalurania furcata,Sem Informações,Thalurania furcata,species,1,Sem Informações,Chordata,Aves,Apodiformes,Trochilidae,Thalurania,Thalurania furcata,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
95,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122126,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Veniliornis affinis,Picapauzinho-avermelhado,Veniliornis affinis,species,1,Sem Informações,Chordata,Aves,Piciformes,Picidae,Veniliornis,Veniliornis affinis,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
96,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122127,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",11/02/2008,12/02/2008 a 20/02/2008,09/12/2016,Xiphorhynchus elegans,Arapaçu-elegante,Xiphorhynchus elegans,species,3,Sem Informações,Chordata,Aves,Passeriformes,Furnariidae,Xiphorhynchus,Xiphorhynchus elegans,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883333,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
97,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vítor De Queiroz Piacentini,122436,"Nº Da Autorização/Licença Sisbio: 10142, Projeto: Revisão Taxonômica E Distribuição Geográfica Dos Representantes Do Gênero Phaethornis Swainson, 1827 (Aves: Trochilidae)",09/02/2008,10/02/2008 a 10/02/2008,09/12/2016,Phaethornis philippii,Rabo-branco-amarelo,Phaethornis philippii,species,2,Sem Informações,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,Phaethornis philippii,Espécie não Ameaçada,Sem Informações,Faz. Monte Cristo,Brasil,RO,Ariquemes,Espécie não Sensível,-9.883331,-63.116667,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
98,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Jacobsen, R. H. F.",RB01189620,87,28/10/2014,Sem Informações,30/10/2017,Solanum granuloso-leprosum,Sem Informações,Solanum granulosoleprosum Dunal,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum granuloso-leprosum,Espécie não Ameaçada,Sem Informações,Conglomerado RO_ 173. Subunidade 4. Subparcela 10. Árvore nº 5/F6.,Brasil,Rondônia,Ariquemes,Espécie não Sensível,-9.8997222,-62.64,Sem Informações,Sem Informações,"Sem Informações
"
99,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Jacobsen, R. H. F.",RB01189838,79,27/10/2014,Sem Informações,30/10/2017,Aparisthmium cordatum,Sem Informações,Aparisthmium cordatum (A.Juss.) Baill.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Aparisthmium,Aparisthmium cordatum,Espécie não Ameaçada,Sem Informações,"Conglomerado 172. Subunidade 1. Subparcela 10, Árvore nº 65/F6.",Brasil,Rondônia,Ariquemes,Espécie não Sensível,-9.8997222,-62.82,Sem Informações,Sem Informações,"Sem Informações
"
100,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Jacobsen, R. H. F.",RB01190090,86,28/10/2014,Sem Informações,30/10/2017,Trema micranthum,Sem Informações,Trema micrantha (L.) Blume,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Urticales,Ulmaceae,Trema,Trema micranthum,Espécie não Ameaçada,Sem Informações,"Conglomerado RO_ 173. Subunidade 4. Subparcela 10, Árvore nº 2/F6.",Brasil,Rondônia,Ariquemes,Espécie não Sensível,-9.8997222,-62.64,Sem Informações,Sem Informações,"Sem Informações
"
101,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Jacobsen, R. H. F.",RB01190166,72,23/10/2014,Sem Informações,30/10/2017,Rhynchospora nervosa,Sem Informações,Rhynchospora nervosa (Vahl) Boeckeler,species,Sem Informações,Sem Informações,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,Rhynchospora nervosa,Espécie não Ameaçada,Sem Informações,"Conglomerado RO_ 171. Subunidade 3. Subparcela 9, Árvore nº 9A/F9. Pasto dentro da subunidade.",Brasil,Rondônia,Ariquemes,Espécie não Sensível,-9.6083333,-63.0,Sem Informações,Sem Informações,"Sem Informações
"
102,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Santos. L. A. S.,RB01190196,1321,12/11/2014,Sem Informações,30/10/2017,Piriqueta cistoides,Sem Informações,Piriqueta cistoides (L.) Griseb.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Violales,Turneraceae,Piriqueta,Piriqueta cistoides,Espécie não Ameaçada,Sem Informações,"Conglomerado RO_ 169. Subunidade 3. Subparcela 10, Árvore nº 1A/F9.",Brasil,Rondônia,Ariquemes,Espécie não Sensível,-9.9,-63.36,Sem Informações,Sem Informações,"Sem Informações
"
103,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Jacobsen, R. H. F.",RB01190215,114,06/11/2014,Sem Informações,30/10/2017,Urera caracasana,Sem Informações,Urera caracasana (Jacq.) Griseb.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Urticales,Urticaceae,Urera,Urera caracasana,Espécie não Ameaçada,Sem Informações,"Conglomerado RO_ 193. Subunidade 1. Subparcela 3, Árvore nº 10/F6.",Brasil,Rondônia,Ariquemes,Espécie não Sensível,-10.08,-62.8033333,Sem Informações,Sem Informações,"Sem Informações
"
104,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Santos. L. A. S.,RB01190233,1351,23/11/2014,Sem Informações,30/10/2017,Scleria mitis,Sem Informações,Scleria mitis P.J.Bergius,species,Sem Informações,Sem Informações,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Scleria,Scleria mitis,Espécie não Ameaçada,Sem Informações,"Conglomerado RO_ 192., Árvore nº 4 extra.",Brasil,Rondônia,Ariquemes,Espécie não Sensível,-10.0805556,-62.9997222,Sem Informações,Sem Informações,"Sem Informações
"
105,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Santos. L. A. S.,RB01190310,1318,11/11/2011,Sem Informações,30/10/2017,Coccoloba mollis,Sem Informações,Coccoloba mollis Casar.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Coccoloba,Coccoloba mollis,Espécie não Ameaçada,Sem Informações,"Conglomerado RO_ 169. Subunidade 1. Subparcela 3, Árvore nº 12/F6.",Brasil,Rondônia,Ariquemes,Espécie não Sensível,-9.9,-63.36,Sem Informações,Sem Informações,"Sem Informações
"
106,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"Jacobsen, R. H. F.",RB01190704,96,03/11/2014,Sem Informações,30/10/2017,Palicourea longiflora,Sem Informações,Palicourea longiflora DC.,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Palicourea,Palicourea longiflora,Espécie não Ameaçada,Sem Informações,"Conglomerado RO_152. Subunidade 2. Subparcela 10, árvore nº 15/F8.",Brasil,Rondônia,Rio Crespo,Espécie não Sensível,-9.72,-62.82,Sem Informações,Sem Informações,"Sem Informações
"
107,Sem Informações,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Santos. L. A. S.,RB01190739,1347,23/11/2014,Sem Informações,30/10/2017,Cariniana domestica,Sem Informações,Cariniana domestica (Mart.) Miers,species,Sem Informações,Sem Informações,Magnoliophyta,Magnoliopsida,Lecythidales,Lecythidaceae,Cariniana,Cariniana domestica,Espécie não Ameaçada,Sem Informações,Conglomerado RO_192. Árvore nº 1 extra.,Brasil,Rondônia,Ariquemes,Espécie não Sensível,-10.08,-62.9997222,Sem Informações,Sem Informações,"Sem Informações
"
108,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Ludimilla Ronqui,142351,Nº Da Autorização/Licença Sisbio: 29423,30/09/2011,01/10/2011 a 01/10/2011,14/08/2013,Tetragonisca angustula,Sem Informações,Tetragonisca angustula,species,80,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Tetragonisca,Tetragonisca angustula,Espécie não Ameaçada,Sem Informações,Area Rural Propriedade Particular,Brasil,RO,Ariquemes,Espécie não Sensível,-9.916111,-63.040833,Coordenada aproximada,Sem Informações,"Destinado a laboratório
"
109,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Ludimilla Ronqui,347245,Nº Da Autorização/Licença Sisbio: 29423,31/10/2012,01/11/2012 a 10/01/2013,14/08/2013,Tetragonisca weyrauchi,Sem Informações,Tetragonisca weyrauchi,species,100,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Tetragonisca,Tetragonisca weyrauchi,Espécie não Ameaçada,Sem Informações,Area Rural Propriedade Particular,Brasil,RO,Ariquemes,Espécie não Sensível,-9.916111,-63.040833,Coordenada aproximada,Sem Informações,"Destinado a laboratório
"
110,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Matias Pablo Juan Szabo,38103,Nº Da Autorização/Licença Sisbio: 10762,27/01/2010,28/01/2010 a 28/01/2010,13/04/2018,Amblyomma ovale,Sem Informações,Amblyomma ovale,species,6,Sem Informações,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma,Amblyomma ovale,Espécie não Ameaçada,Sem Informações,De Cães Do Município,Brasil,RO,Monte Negro,Espécie não Sensível,-10.251889,-63.322139,Sem Informações,Sem Informações,"Depositado em coleção/museu
"
111,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Matias Pablo Juan Szabo,38104,Nº Da Autorização/Licença Sisbio: 10762,27/01/2010,28/01/2010 a 28/01/2010,13/04/2018,Rhipicephalus sanguineus,Sem Informações,Rhipicephalus sanguineus,species,12,Sem Informações,Arthropoda,Arachnida,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus sanguineus,Espécie não Ameaçada,Sem Informações,De Cães Do Município,Brasil,RO,Monte Negro,Espécie não Sensível,-10.251889,-63.322139,Sem Informações,Sem Informações,"Depositado em coleção/museu
"
112,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Luís Roberto Batista,601691,Nº Da Autorização/Licença Sisbio: 35822,17/04/2012,18/04/2012 a 18/04/2012,04/10/2015,Aspergillus brasiliensis,Sem Informações,Aspergillus niger,species,100,Sem Informações,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus brasiliensis,Espécie não Ameaçada,Sem Informações,Propriedade Particular,Brasil,RO,Ariquemes,Espécie não Sensível,-9.913333,-63.040833,Coordenada aproximada,Sem Informações,"Destinado a laboratório
"
113,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Luís Roberto Batista,601692,Nº Da Autorização/Licença Sisbio: 35822,17/04/2012,18/04/2012 a 18/04/2012,04/10/2015,Aspergillus tubingensis,Sem Informações,Aspergillus tubingensis,species,100,Sem Informações,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,Aspergillus tubingensis,Espécie não Ameaçada,Sem Informações,Propriedade Particular,Brasil,RO,Ariquemes,Espécie não Sensível,-9.913333,-63.040833,Coordenada aproximada,Sem Informações,"Destinado a laboratório
"
114,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Marco Antonio Del Lama,587440,Nº Da Autorização/Licença Sisbio: 31750,19/10/2014,20/10/2014 a 20/10/2014,04/04/2019,Partamona vicina,Sem Informações,Partamona vicina,species,15,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,Partamona vicina,Espécie não Ameaçada,Sem Informações,Cacaulândia,Brasil,RO,Cacaulandia,Espécie não Sensível,-10.341942,-62.9,Coordenada aproximada,Sem Informações,"Destinado a laboratório
"
115,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Renita Betero Correa Frigeri,143574,"Nº Da Autorização/Licença Sisbio: 18789, Projeto: Semeando Sustentabilidade",12/03/2010,13/03/2010 a 13/03/2010,09/05/2014,Hevea brasiliensis,Sem Informações,Hevea brasiliensis,species,1,Sem Informações,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hevea,Hevea brasiliensis,Espécie não Ameaçada,Sem Informações,Floresta Nacional Do Jamari,Brasil,RO,Sem Informações,Espécie não Sensível,-9.603611,-63.084167,Coordenada aproximada,Sem Informações,"Solto/mantido na natureza
"
116,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Renita Betero Correa Frigeri,143586,"Nº Da Autorização/Licença Sisbio: 18789, Projeto: Semeando Sustentabilidade",13/03/2010,14/03/2010 a 14/03/2010,09/05/2014,Cedrela fissilis,Sem Informações,Cedrela fissilis,species,1,Sem Informações,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela,Cedrela fissilis,Espécie Ameaçada,Vulnerável,Floresta Nacional Do Jamari,Brasil,RO,Sem Informações,Espécie não Sensível,-9.603611,-63.084167,Coordenada aproximada,Sem Informações,"Solto/mantido na natureza
"
117,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Renita Betero Correa Frigeri,143587,"Nº Da Autorização/Licença Sisbio: 18789, Projeto: Semeando Sustentabilidade",16/06/2010,17/06/2010 a 17/06/2010,09/05/2014,Cedrela odorata,Sem Informações,Cedrela odorata,species,1,Sem Informações,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Cedrela,Cedrela odorata,Espécie Ameaçada,Vulnerável,Floresta Nacional Do Jamari,Brasil,RO,Sem Informações,Espécie não Sensível,-9.603611,-63.084167,Coordenada aproximada,Sem Informações,"Solto/mantido na natureza
"
118,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Flavio Henrique Guimarães Rodrigues,765499,"Nº Da Autorização/Licença Sisbio: 27249, Projeto: Uma Nova Espécie De Anta (Gênero Tapirus) No Brasil",23/09/2014,24/09/2014 a 24/11/2014,12/03/2015,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Floresta Nacional Do Jamari,Brasil,RO,Sem Informações,Espécie não Sensível,-9.6,-63.133333,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
119,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Flavio Henrique Guimarães Rodrigues,765500,"Nº Da Autorização/Licença Sisbio: 27249, Projeto: Uma Nova Espécie De Anta (Gênero Tapirus) No Brasil",23/09/2014,24/09/2014 a 24/11/2014,12/03/2015,Tapirus terrestris,Anta,Tapirus terrestris,species,1,Sem Informações,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,Espécie Ameaçada,Vulnerável,Floresta Nacional Do Jamari,Brasil,RO,Sem Informações,Espécie não Sensível,-9.6,-63.133333,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
120,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Márcia Mendes De Lima,927174,Nº Da Autorização/Licença Sisbio: 48806,25/12/2015,26/12/2015 a 26/12/2015,25/07/2019,Gonatodes hasemani,Sem Informações,Gonatodes hasemani,species,2,Sem Informações,Chordata,Reptilia,Squamata,Gekkonidae,Gonatodes,Gonatodes hasemani,Espécie não Ameaçada,Sem Informações,Fragmento Florestal Do Instituto Federal De Rondônia - Campus Ariqueme,Brasil,RO,Ariquemes,Espécie não Sensível,-9.953622,-62.942908,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
121,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Márcia Mendes De Lima,927175,Nº Da Autorização/Licença Sisbio: 48806,25/12/2015,26/12/2015 a 26/12/2015,25/07/2019,Gonatodes hasemani,Sem Informações,Gonatodes hasemani,species,4,Sem Informações,Chordata,Reptilia,Squamata,Gekkonidae,Gonatodes,Gonatodes hasemani,Espécie não Ameaçada,Sem Informações,Fragmento Florestal Do Instituto Federal De Rondônia - Campus Ariqueme,Brasil,RO,Ariquemes,Espécie não Sensível,-9.953622,-62.942908,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
122,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Márcia Mendes De Lima,927176,Nº Da Autorização/Licença Sisbio: 48806,25/12/2015,26/12/2015 a 26/12/2015,25/07/2019,Engystomops petersi,Sem Informações,Engystomops petersi,species,2,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Engystomops,Engystomops petersi,Espécie não Ameaçada,Sem Informações,Fragmento Florestal Do Instituto Federal De Rondônia - Campus Ariqueme,Brasil,RO,Ariquemes,Espécie não Sensível,-9.953622,-62.942908,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
123,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Márcia Mendes De Lima,927177,Nº Da Autorização/Licença Sisbio: 48806,25/12/2015,26/12/2015 a 26/12/2015,25/07/2019,Engystomops petersi,Sem Informações,Engystomops petersi,species,36,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Engystomops,Engystomops petersi,Espécie não Ameaçada,Sem Informações,Fragmento Florestal Do Instituto Federal De Rondônia - Campus Ariqueme,Brasil,RO,Ariquemes,Espécie não Sensível,-9.953622,-62.942908,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
124,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Márcia Mendes De Lima,927178,Nº Da Autorização/Licença Sisbio: 48806,25/12/2015,26/12/2015 a 26/12/2015,25/07/2019,Engystomops freibergi,Sem Informações,Engystomops freibergi,species,1,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Engystomops,Engystomops freibergi,Espécie não Ameaçada,Sem Informações,Fragmento Florestal Do Instituto Federal De Rondônia - Campus Ariqueme,Brasil,RO,Ariquemes,Espécie não Sensível,-9.953622,-62.942908,Coordenada de referência da área amostrada,Sem Informações,"Depositado em coleção/museu
"
125,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Márcia Mendes De Lima,927179,Nº Da Autorização/Licença Sisbio: 48806,25/12/2015,26/12/2015 a 26/12/2015,25/07/2019,Engystomops freibergi,Sem Informações,Engystomops freibergi,species,23,Sem Informações,Chordata,Amphibia,Anura,Leiuperidae,Engystomops,Engystomops freibergi,Espécie não Ameaçada,Sem Informações,Fragmento Florestal Do Instituto Federal De Rondônia - Campus Ariqueme,Brasil,RO,Ariquemes,Espécie não Sensível,-9.953622,-62.942908,Coordenada de referência da área amostrada,Sem Informações,"Solto/mantido na natureza
"
